"title","total_prop_men","total_prop_women","index","year","imdb","test","clean_test","binary","budget.x","domgross","intgross","code","budget2013","domgross2013","intgross2013","period code","decade","cast_id","gender","id","name","order","movie_id","genres","budget.y","revenue","vote_count","vote_average","popularity","runtime","release_date","genre_order"
"Mystic River",0.9023234203,0.0976765799,1041,2003,"tt0327056","ok","ok","PASS",3e+07,90135191,156835191,"2003PASS",37982609,114118990,198566990,3,2,4,"Male",2228,"Sean Penn",0,322,"Crime",2.5e+07,156822020,1473,7.6,12.602438,138,2003-10-07,1
"Nebraska",0.7214252117,0.2785747883,44,2013,"tt1821549","ok-disagree","ok","PASS",1.2e+07,17482517,17482517,"2013PASS",1.2e+07,17482517,17482517,1,1,3,"Female",6905,"Bruce Dern",0,129670,"Adventure",1.2e+07,17654912,648,7.4,11.160699,115,2013-09-21,1
"Network",0.9518695619,0.0481304382,1763,1976,"tt0074958","ok","ok","PASS",3800000,23689877,23689877,"1976PASS",15548943,96934884,96934884,NA,NA,1,"Female",6450,"Faye Dunaway",0,10774,"Drama",3800000,23689877,391,7.8,13.180457,121,1976-11-01,1
"Never Let Me Go",0.2210217626,0.7789782373,370,2010,"tt1334260","ok","ok","PASS",1.5e+07,2434652,11509512,"2010PASS",16023478,2600773,12294827,1,1,6,"Female",36662,"Carey Mulligan",0,42188,"Drama",1.5e+07,9455232,755,6.8,8.278794,104,2010-09-15,1
"New York Minute",0.310276979,0.6897230211,970,2004,"tt0363282","notalk-disagree","notalk","FAIL",4e+07,14018364,21215882,"2004FAIL",49327715,17287347,26163275,3,2,1,"Female",67848,"Ashley Olsen",0,11025,"Comedy",0,0,191,5.6,5.659198,91,2004-05-01,1
"Nine",0.65167165,0.3483283502,504,2009,"tt0875034","men-disagree","men","FAIL",8e+07,19676965,53508858,"2009FAIL",86858528,21363903,58096258,2,2,15,"Female",5309,"Judi Dench",0,10197,"Drama",8e+07,53825515,169,5.1,5.658857,112,2009-12-03,1
"Ninja Assassin",0.6061606161,0.393839384,505,2009,"tt1186367","notalk-disagree","notalk","FAIL",5e+07,38122883,61622883,"2009FAIL",54286580,41391219,66905911,2,2,5,"Male",112013,"Rain",0,22832,"Action",4e+07,60462347,384,6.2,9.163897,99,2009-09-29,1
"No Country for Old Men",0.853966346,0.1460336538,701,2007,"tt0477348","dubious","dubious","FAIL",2.5e+07,74273505,164051250,"2007FAIL",28088587,83449513,184318713,2,2,1,"Male",2176,"Tommy Lee Jones",0,6977,"Crime",2.5e+07,171600000,3083,7.7,15.565484,122,2007-11-08,1
"No Strings Attached",0.5766369048,0.4233630952,251,2011,"tt1411238","ok","ok","PASS",2.5e+07,70662220,149228078,"2011PASS",25892270,73184210,154554145,1,1,14,"Female",524,"Natalie Portman",0,41630,"Comedy",2.5e+07,147780440,1367,6.1,8.88057,107,2011-01-21,1
"Notting Hill",0.6346326389,0.3653673612,1308,1999,"tt0125439","ok","ok","PASS",4.2e+07,116089678,363728226,"1999PASS",58735405,162347007,508660113,4,3,11,"Female",1204,"Julia Roberts",0,509,"Comedy",4.2e+07,363889678,1309,7,9.874043,124,1999-05-13,1
"Now You See Me",0.8062177304,0.1937822696,45,2013,"tt1670345","notalk-disagree","notalk","FAIL",7.5e+07,117723989,351723989,"2013FAIL",7.5e+07,117723989,351723989,1,1,3,"Male",44735,"Jesse Eisenberg",0,75656,"Crime",7.5e+07,117698894,5635,7.3,17.852022,115,2013-05-29,1
"Nowhere Boy",0.5577214641,0.4422785359,506,2009,"tt1266029","dubious","dubious","FAIL",1900000,1445366,7785229,"2009FAIL",2062890,1569280,8452669,2,2,1,"Male",27428,"Aaron Taylor-Johnson",0,33511,"Drama",0,0,250,7.2,5.08732,98,2009-12-25,1
"O Brother, Where Art Thou?",0.9643916915,0.0356083086,1245,2000,"tt0190590","nowomen-disagree","nowomen","FAIL",2.6e+07,45506619,75763814,"2000FAIL",35175618,61566286,102501499,3,2,3,"Male",1461,"George Clooney",0,134,"Action",2.6e+07,71868327,1144,7.3,12.434175,106,2000-08-30,1
"Oblivion",0.6169968638,0.3830031362,46,2013,"tt1483013","men-disagree","men","FAIL",1.2e+08,89107235,287537983,"2013FAIL",1.2e+08,89107235,287537983,1,1,1,"Male",500,"Tom Cruise",0,75612,"Action",1.2e+08,286168572,4862,6.4,14.654053,124,2013-04-10,1
"Office Space",0.9105013318,0.0894986686,1309,1999,"tt0151804","notalk","notalk","FAIL",1e+07,10827813,12827813,"1999FAIL",13984620,15142285,17939209,4,3,3,"Male",17402,"Ron Livingston",0,1542,"Comedy",1e+07,12827813,1068,7.4,12.329066,89,1999-02-19,1
"Out of Sight",0.7534798764,0.2465201234,1360,1998,"tt0120780","men","men","FAIL",4.8e+07,37562568,77562568,"1998FAIL",68598351,53681880,110847172,4,3,1,"Male",1461,"George Clooney",0,1389,"Comedy",4.8e+07,77745568,338,6.5,7.349812,123,1998-06-26,1
"Outbreak",0.8652365238,0.1347634764,1505,1995,"tt0114069","ok","ok","PASS",5e+07,67823573,67823573,"1995PASS",76438973,103687285,103687285,4,3,1,"Male",4483,"Dustin Hoffman",0,6950,"Action",5e+07,189859560,522,6.4,13.676444,127,1995-03-10,1
"Pacific Rim",0.7296323,0.2703677,49,2013,"tt1663662","notalk-disagree","notalk","FAIL",1.9e+08,101802906,411002906,"2013FAIL",1.9e+08,101802906,411002906,1,1,2,"Male",17605,"Idris Elba",0,68726,"Action",1.8e+08,407602906,4903,6.7,33.949359,131,2013-07-11,1
"Pandorum",0.8847696478,0.1152303523,509,2009,"tt1188729","notalk","notalk","FAIL",4e+07,10330853,17033431,"2009FAIL",43429264,11216534,18493734,2,2,1,"Male",11107,"Ben Foster",0,19898,"Action",3.3e+07,20645327,783,6.5,10.391425,108,2009-09-08,1
"Panic Room",0.6316628702,0.3683371298,1110,2002,"tt0258000","ok","ok","PASS",4.8e+07,95308367,196308367,"2002PASS",62168602,123441416,254254517,3,2,1,"Female",1038,"Jodie Foster",0,4547,"Crime",4.8e+07,196397415,1303,6.6,14.969502,111,2002-03-29,1
"ParaNorman",0.7323204796,0.2676795203,133,2012,"tt1623288","notalk-disagree","notalk","FAIL",6e+07,56003051,108159011,"2012FAIL",60878314,56822855,109742304,1,1,10,"Male",113505,"Kodi Smit-McPhee",0,77174,"Adventure",6e+07,107139399,808,6.7,10.425038,90,2012-08-03,1
"Paul",0.8889478336,0.1110521662,255,2011,"tt1092026","ok","ok","PASS",4e+07,37412945,100179814,"2011PASS",41427631,38748242,103755310,1,1,1,"Male",19274,"Seth Rogen",0,39513,"Adventure",4e+07,97552050,1825,6.5,10.24382,104,2011-02-14,1
"Payback",0.8386370941,0.1613629059,1310,1999,"tt0120784","notalk","notalk","FAIL",5e+07,81526121,161626121,"1999FAIL",69923101,114011185,226027993,4,3,15,"Male",2461,"Mel Gibson",0,2112,"Action",9e+07,161626121,557,6.7,9.112008,100,1999-02-05,1
"Pearl Harbor",0.7984632622,0.2015367376,1192,2001,"tt0213149","men-disagree","men","FAIL",151500000,198539855,449239855,"2001FAIL",199350663,261247866,591130447,3,2,29,"Male",880,"Ben Affleck",0,676,"History",1.4e+08,449220945,1833,6.6,11.419388,183,2001-05-21,1
"Peggy Sue Got Married",0.4707160315,0.5292839684,1667,1986,"tt0091738","ok","ok","PASS",1.8e+07,41382841,41382841,"1986PASS",38227765,87887418,87887418,NA,NA,2,"Male",2963,"Nicolas Cage",0,10013,"Comedy",1.8e+07,41382841,138,5.9,7.471655,103,1986-10-05,1
"People Like Us",0.5423677277,0.4576322725,135,2012,"tt1716777","ok","ok","PASS",1.6e+07,12431792,12431792,"2012PASS",16234217,12613776,12613776,1,1,11,"Male",62064,"Chris Pine",0,98548,"Drama",1.6e+07,12434778,206,6.6,14.906621,114,2012-06-29,1
"Phone Booth",0.9068820762,0.0931179239,1111,2002,"tt0183649","notalk","notalk","FAIL",1.1e+07,46566212,97837138,"2002FAIL",14246971,60311590,126716628,3,2,1,"Male",72466,"Colin Farrell",0,1817,"Drama",1.3e+07,97837138,1087,6.7,9.142772,81,2002-09-09,1
"Pi",0.7901543596,0.2098456403,1361,1998,"tt0138704","men","men","FAIL",68000,3221152,4678513,"1998FAIL",97181,4603452,6686214,4,3,5,"Male",6432,"Sean Gullette",0,473,"Drama",60000,3221152,600,7.1,10.621362,84,1998-07-10,1
"Pineapple Express",0.891419276,0.1085807239,612,2008,"tt0910936","men","men","FAIL",2.6e+07,87341380,101549277,"2008FAIL",28138664,94525760,109902346,2,2,6,"Male",19274,"Seth Rogen",0,10189,"Action",2.7e+07,101624843,1169,6.6,8.461369,111,2008-08-06,1
"Pirates of the Caribbean: The Curse of the Black Pearl",0.8704061895,0.1295938104,1043,2003,"tt0325980","men-disagree","men","FAIL",1.25e+08,305411224,634954103,"2003FAIL",158260870,386677167,803907108,3,2,12,"Male",85,"Johnny Depp",0,22,"Action",1.4e+08,655011224,7191,7.5,47.326665,143,2003-07-09,1
"Pitch Black",0.66930427,0.3306957301,1246,2000,"tt0134847","ok","ok","PASS",2.3e+07,39235088,53182088,"2000PASS",31116893,53081479,71950493,3,2,1,"Male",12835,"Vin Diesel",0,2787,"Action",2.3e+07,53187659,1812,6.7,6.424399,108,2000-02-18,1
"Pitch Perfect",0.4098847164,0.5901152836,136,2012,"tt1981677","ok","ok","PASS",1.7e+07,65001093,115331177,"2012PASS",17248856,65952616,117019460,1,1,7,"Female",84223,"Anna Kendrick",0,114150,"Comedy",1.7e+07,115350426,2310,7.3,11.03595,112,2012-09-28,1
"Platoon",1.0000000001,0,1668,1986,"tt0091763","nowomen","nowomen","FAIL",6e+06,137963328,137963328,"1986FAIL",12742588,293001649,293001649,NA,NA,36,"Male",13022,"Tom Berenger",0,792,"Action",6e+06,138530565,1236,7.5,18.206972,120,1986-12-18,1
"Please Give",0.1705819541,0.829418046,373,2010,"tt0878835","ok","ok","PASS",3e+06,4033574,4570178,"2010PASS",3204696,4308792,4882010,1,1,1,"Female",15556,"Rebecca Hall",0,40247,"Comedy",3e+06,0,57,6,5.630136,90,2010-01-22,1
"Pocahontas",0.6569010417,0.3430989583,1506,1995,"tt0114148","ok-disagree","ok","PASS",5.5e+07,141579773,347100000,"1995PASS",84082870,216444248,530639350,4,3,1,"Female",65529,"Irene Bedard",0,10530,"Adventure",5.5e+07,346079773,1509,6.7,13.280069,81,1995-06-14,1
"Possession",0.3282647585,0.6717352417,614,2008,"tt0368563","ok","ok","PASS",2.5e+07,10103647,14805812,"2008PASS",27056408,10934736,16023683,2,2,1,"Female",6553,"Isabelle Adjani",0,21484,"Drama",0,0,153,6.9,10.505671,123,1981-05-27,1
"Practical Magic",0.1433066362,0.856693364,1362,1998,"tt0120791","ok","ok","PASS",6e+07,46850558,68336997,"1998PASS",85747939,66955646,97662611,4,3,1,"Female",18277,"Sandra Bullock",0,6435,"Comedy",7.5e+07,46683377,348,6.3,7.757795,104,1998-10-16,1
"Predator",0.9561024277,0.0438975723,1654,1987,"tt0093773","nowomen","nowomen","FAIL",1.8e+07,59735548,98267558,"1987FAIL",36907153,122481612,201487544,NA,NA,13,"Male",1100,"Arnold Schwarzenegger",0,106,"Action",1.8e+07,98235548,2129,7.3,18.495694,107,1987-06-11,1
"Predator 2",0.8760129659,0.1239870341,1610,1990,"tt0100403","men","men","FAIL",3.5e+07,28317513,54768418,"1990FAIL",62404139,50489429,97650742,5,3,14,"Male",1109,"Kevin Peter Hall",0,169,"Action",3.5e+07,57120318,743,6,11.736241,108,1990-11-20,1
"Predators",0.7784360189,0.221563981,374,2010,"tt1424381","nowomen","nowomen","FAIL",4e+07,52000688,127234389,"2010FAIL",42729274,55548791,135915826,1,1,5,"Male",17052,"Topher Grace",0,34851,"Action",4e+07,126248813,1231,6,9.034929,107,2010-07-03,1
"Pretty Woman",0.535974131,0.4640258691,1611,1990,"tt0100405","ok","ok","PASS",1.4e+07,178406268,432645872,"1990PASS",24961656,318093987,771396947,5,3,5,"Female",1204,"Julia Roberts",0,114,"Comedy",1.4e+07,4.63e+08,1807,7,13.348451,119,1990-03-23,1
"Priest",0.8543673731,0.1456326268,257,2011,"tt0822847","notalk-disagree","notalk","FAIL",6e+07,29136626,84154026,"2011FAIL",62141447,30176535,87157549,1,1,2,"Male",3900,"Linus Roache",0,40156,"Drama",0,4176932,32,6.4,1.881932,98,1994-01-01,1
"Prince of Persia: The Sands of Time",0.7970561416,0.2029438583,375,2010,"tt0473075","nowomen","nowomen","FAIL",2e+08,90759676,335059676,"2010FAIL",213646368,96952376,357921415,1,1,5,"Male",131,"Jake Gyllenhaal",0,9543,"Action",1.5e+08,335154643,2372,6.2,18.459955,116,2010-05-19,1
"Prisoners",0.7536534446,0.2463465553,54,2013,"tt1392214","ok","ok","PASS",4.6e+07,61002302,113402302,"2013PASS",4.6e+07,61002302,113402302,1,1,2,"Male",6968,"Hugh Jackman",0,146233,"Crime",4.6e+07,122126687,3183,7.9,11.96262,153,2013-09-18,1
"Private Benjamin",0.3166628607,0.6833371394,1732,1980,"tt0081375","ok","ok","PASS",1.5e+07,69847348,69847348,"1980PASS",42416518,197512086,197512086,NA,NA,1,"Female",18892,"Goldie Hawn",0,10765,"Comedy",0,0,103,6,11.431866,109,1980-10-06,1
"Prom Night",0.3639823718,0.6360176281,615,2008,"tt0926129","ok","ok","PASS",1.8e+07,43869350,57109687,"2008PASS",19480614,47477881,61807319,2,2,2,"Male",7633,"Leslie Nielsen",0,36599,"Horror",1e+06,14796236,85,6,3.65867,92,1980-07-18,1
"Public Enemies",0.8583051696,0.1416948304,513,2009,"tt1152836","notalk","notalk","FAIL",102500000,97104620,210379983,"2009FAIL",111287489,105429554,228416195,2,2,1,"Male",3894,"Christian Bale",0,11322,"Crime",8e+07,214104620,1371,6.5,10.364794,140,2009-07-01,1
"Pulp Fiction",0.7632025331,0.2367974669,1537,1994,"tt0110912","ok-disagree","ok","PASS",8e+06,107928762,212928762,"1994PASS",12573318,169627825,334652619,5,3,2,"Male",8891,"John Travolta",0,680,"Crime",8e+06,213928762,8670,8.3,140.950236,154,1994-09-10,1
"Push",0.4260763608,0.5739236393,514,2009,"tt0465580","ok","ok","PASS",3.8e+07,31811527,44411527,"2009PASS",41257801,34538780,48218998,2,2,19,"Female",501,"Dakota Fanning",0,13455,"Action",3.8e+07,45465299,671,5.9,11.596222,111,2009-02-06,1
"Queen of the Damned",0.6357314452,0.3642685548,1112,2002,"tt0238546","ok","ok","PASS",3.5e+07,30307804,30307804,"2002PASS",45331273,39254038,39254038,3,2,13,"Male",56778,"Stuart Townsend",0,11979,"Drama",3.5e+07,45479110,247,5.5,8.436243,101,2002-02-10,1
"Rabbit Hole",0.3448275862,0.6551724137,376,2010,"tt0935075","ok","ok","PASS",5e+06,2229058,5839592,"2010PASS",5341159,2381151,6238038,1,1,3,"Female",2227,"Nicole Kidman",0,27585,"Drama",5e+06,5129058,167,6.8,7.007993,91,2010-12-16,1
"Rachel Getting Married",0.3641064448,0.6358935552,618,2008,"tt1084950","ok","ok","PASS",1.2e+07,12796861,13326864,"2008PASS",12987076,13849484,14423083,2,2,1,"Female",1813,"Anne Hathaway",0,14976,"Drama",0,0,165,6.1,13.44059,113,2008-10-03,1
"Raging Bull",0.8927298646,0.1072701354,1733,1980,"tt0081398","notalk","notalk","FAIL",1.8e+07,23380203,23380203,"1980FAIL",50899822,66113787,66113787,NA,NA,1,"Male",380,"Robert De Niro",0,1578,"Drama",1.8e+07,2.3e+07,968,7.7,8.868558,129,1980-11-14,1
"Raiders of the Lost Ark",0.7787389028,0.2212610972,1723,1981,"tt0082971","nowomen-disagree","nowomen","FAIL",2e+07,248159971,389925971,"1981FAIL",51237724,635757611,998945973,NA,NA,2,"Male",3,"Harrison Ford",0,85,"Action",1.8e+07,389925971,3949,7.7,19.901576,115,1981-06-12,1
"Ratatouille",0.8729661322,0.1270338677,707,2007,"tt0382932","nowomen-disagree","nowomen","FAIL",1.5e+08,206445654,626549695,"2007FAIL",168531522,231950669,703955827,2,2,2,"Male",10872,"Patton Oswalt",0,2062,"Animation",1.5e+08,623722818,4510,7.5,20.50803,111,2007-06-22,1
"Ravenous",1,0,1312,1999,"tt0129332","notalk","notalk","FAIL",1.2e+07,2062406,2062406,"1999FAIL",16781544,2884196,2884196,4,3,1,"Male",529,"Guy Pearce",0,10212,"Comedy",1.2e+07,0,144,6.8,5.486645,100,1999-03-16,1
"Red Dragon",0.7497086926,0.2502913073,1115,2002,"tt0289765","notalk","notalk","FAIL",7.8e+07,92955420,206455420,"2002FAIL",101023979,120393928,267396769,3,2,1,"Male",4173,"Anthony Hopkins",0,9533,"Crime",7.8e+07,209196298,1142,6.7,2.968157,124,2002-09-29,1
"Red Planet",0.8530368763,0.1469631236,1248,2000,"tt0199753","nowomen","nowomen","FAIL",8e+07,17480890,33463969,"2000FAIL",108232671,23650043,45273684,3,2,13,"Male",5576,"Val Kilmer",0,8870,"Action",8e+07,33463969,271,5.4,8.534176,106,2000-11-10,1
"Red Riding Hood",0.4725706997,0.5274293005,261,2011,"tt1486185","ok","ok","PASS",4.2e+07,37662162,90300442,"2011PASS",43499013,39006354,93523336,1,1,1,"Female",71070,"Amanda Seyfried",0,49730,"Fantasy",4.2e+07,89162162,958,5.7,10.174298,100,2011-03-11,1
"Remember Me",0.5927454387,0.4072545613,379,2010,"tt1403981","ok","ok","PASS",1.6e+07,19068240,56506120,"2010PASS",17091709,20369301,60361637,1,1,2,"Male",11288,"Robert Pattinson",0,23169,"Drama",1.6e+07,56032889,980,6.9,8.307719,113,2010-03-12,1
"Rent",0.650185701,0.349814299,884,2005,"tt0294870","ok","ok","PASS",4e+07,29077547,31670620,"2005PASS",47721325,34690477,37784099,2,2,26,"Male",6165,"Anthony Rapp",0,1833,"Drama",4e+07,31670620,159,6.7,9.530278,135,2005-11-23,1
"Repo Man",0.8665187064,0.1334812936,1693,1984,"tt0087995","men","men","FAIL",1500000,2300000,2300000,"1984FAIL",3362166,5155321,5155321,NA,NA,2,"Male",5048,"Harry Dean Stanton",0,13820,"Comedy",1500000,2300000,146,6.7,6.357559,92,1984-02-20,1
"Requiem for a Dream",0.5803782506,0.4196217495,1250,2000,"tt0180093","ok","ok","PASS",4500000,3635482,7390108,"2000PASS",6088088,4918474,9998139,3,2,29,"Female",9560,"Ellen Burstyn",0,641,"Crime",4500000,7390108,2525,7.9,6.874828,102,2000-10-27,1
"Reservoir Dogs",1,0,1581,1992,"tt0105236","nowomen","nowomen","FAIL",1200000,2832029,2832029,"1992FAIL",1992417,4702152,4702152,5,3,20,"Male",1037,"Harvey Keitel",0,500,"Crime",1200000,14661007,3821,8.1,12.22034,99,1992-09-02,1
"Resident Evil",0.6102599414,0.3897400586,1117,2002,"tt0120804","ok","ok","PASS",3.5e+07,40119709,103787401,"2002PASS",45331273,51962213,134423285,3,2,1,"Female",63,"Milla Jovovich",0,1576,"Action",3.3e+07,102984862,2100,6.4,7.781293,100,2002-03-15,1
"Return to Me",0.6925782625,0.3074217376,1251,2000,"tt0122459","dubious-disagree","dubious","FAIL",2.4e+07,32662299,32662299,"2000FAIL",32469801,44189098,44189098,3,2,3,"Male",12640,"David Duchovny",0,2621,"Comedy",2.4e+07,36609995,68,6.1,5.269733,115,2000-04-07,1
"Revolutionary Road",0.5442333929,0.4557666073,619,2008,"tt0959337","ok","ok","PASS",4.5e+07,22911480,79564960,"2008PASS",48701534,24796094,86109680,2,2,2,"Male",6193,"Leonardo DiCaprio",0,4148,"Drama",3.5e+07,75225693,824,6.8,12.265867,119,2008-12-19,1
"Riddick",0.8944287444,0.1055712556,57,2013,"tt1411250","notalk-disagree","notalk","FAIL",3.8e+07,42025135,92425135,"2013FAIL",3.8e+07,42025135,92425135,1,1,1,"Male",12835,"Vin Diesel",0,87421,"Action",3.8e+07,98337295,2066,6.2,9.596377,119,2013-09-02,1
"Rise of the Guardians",0.8926553673,0.1073446328,140,2012,"tt1446192","notalk-disagree","notalk","FAIL",1.45e+08,103412758,306900902,"2012FAIL",147122592,104926572,311393491,1,1,2,"Male",62064,"Chris Pine",0,81188,"Animation",1.45e+08,306941670,1981,7.1,10.943775,97,2012-11-21,1
"Rise of the Planet of the Apes",0.8289180764,0.1710819235,265,2011,"tt1318514","notalk","notalk","FAIL",9.3e+07,176760185,482860185,"2011FAIL",96319243,183068895,500093845,1,1,1,"Male",17051,"James Franco",0,61791,"Action",9.3e+07,482860185,4452,7,41.613762,105,2011-08-03,1
"Robin Hood: Prince of Thieves",0.8868152868,0.1131847134,1591,1991,"tt0102798","dubious","dubious","FAIL",5e+07,165493908,390500000,"1991FAIL",85542018,283133658,668083163,5,3,1,"Male",1269,"Kevin Costner",0,8367,"Adventure",4.8e+07,390493908,937,6.6,10.639244,143,1991-06-14,1
"Rock of Ages",0.7969728601,0.2030271398,141,2012,"tt1336608","ok","ok","PASS",7e+07,38518613,50118613,"2012PASS",71024700,39082470,50852278,1,1,19,"Female",143240,"Julianne Hough",0,80585,"Comedy",7.5e+07,59418613,392,6,12.558042,123,2012-06-13,1
"RocknRolla",0.9358200769,0.0641799232,620,2008,"tt1032755","notalk","notalk","FAIL",1.8e+07,5700626,27794339,"2008FAIL",19480614,6169538,30080599,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocky",0.9331293212,0.0668706789,1764,1976,"tt0075148","notalk","notalk","FAIL",1e+06,117235147,2.25e+08,"1976FAIL",4091827,479705967,920661128,NA,NA,16,"Male",16483,"Sylvester Stallone",0,1366,"Drama",1e+06,117235147,1843,7.5,14.774066,119,1976-11-21,1
"Romeo + Juliet",0.6686860246,0.3313139753,1466,1996,"tt0117509","dubious","dubious","FAIL",14500000,46338728,147542381,"1996FAIL",21534891,68820654,219124769,4,3,1,"Male",6193,"Leonardo DiCaprio",0,454,"Drama",14500000,147298761,1406,6.7,11.774061,120,1996-10-31,1
"Rounders",0.9174774148,0.0825225851,1365,1998,"tt0128442","notalk","notalk","FAIL",1.2e+07,22921898,22921898,"1998FAIL",17149588,32758425,32758425,4,3,1,"Male",1892,"Matt Damon",0,10220,"Crime",1.2e+07,22921898,451,6.9,8.783454,121,1998-09-11,1
"Runner Runner",1,0,58,2013,"tt2364841","nowomen","nowomen","FAIL",3e+07,19316646,62616646,"2013FAIL",3e+07,19316646,62616646,1,1,1,"Male",880,"Ben Affleck",0,146238,"Crime",3e+07,62616646,547,5.5,8.864607,91,2013-09-24,1
"Rush",0.8934627282,0.106537272,59,2013,"tt1979320","notalk","notalk","FAIL",3.8e+07,26947624,43047624,"2013FAIL",3.8e+07,26947624,43047624,1,1,1,"Male",12261,"Jason Patric",0,20289,"Crime",0,0,43,6.9,10.584954,120,1991-12-22,1
"Rush Hour",0.9421958164,0.0578041837,1367,1998,"tt0120812","ok-disagree","ok","PASS",3.5e+07,141186864,245300000,"1998PASS",50019631,201774709,350566156,4,3,2,"Male",18897,"Jackie Chan",0,2109,"Action",3.3e+07,244386864,1254,6.8,11.840557,98,1998-09-18,1
"Rushmore",0.8038126967,0.1961873034,1368,1998,"tt0128445","notalk-disagree","notalk","FAIL",1e+07,17105219,19080435,"1998FAIL",14291323,24445621,27268466,4,3,11,"Male",17881,"Jason Schwartzman",0,11545,"Comedy",9e+06,17096053,688,7.5,5.997054,93,1998-09-17,1
"Safety Not Guaranteed",0.6517707663,0.3482292337,143,2012,"tt1862079","ok-disagree","ok","PASS",750000,4010957,4413188,"2012PASS",760979,4069672,4477791,1,1,1004,"Female",119592,"Aubrey Plaza",0,84332,"Comedy",750000,4007792,562,6.8,7.067494,85,2012-06-08,1
"Salt",0.6855697085,0.3144302914,382,2010,"tt0944835","ok-disagree","ok","PASS",1.3e+08,118311368,295713467,"2010PASS",138870139,126383971,315890541,1,1,45,"Female",11701,"Angelina Jolie",0,27576,"Action",1.1e+08,293329073,2125,6.2,8.704455,100,2010-07-21,1
"Save the Last Dance",0.5161984459,0.483801554,1193,2001,"tt0206275","ok","ok","PASS",1.3e+07,91038276,131638276,"2001PASS",17105997,119792347,173215693,3,2,18,"Female",12041,"Julia Stiles",0,9816,"Drama",1.3e+07,91038276,359,6.3,4.794088,112,2001-01-12,1
"Saving Mr. Banks",0.3968564684,0.6031435316,61,2013,"tt2140373","ok","ok","PASS",3.5e+07,82834332,100734332,"2013PASS",3.5e+07,82834332,100734332,1,1,13,"Female",7056,"Emma Thompson",0,140823,"Comedy",3.5e+07,112544580,1256,7.3,15.130888,125,2013-11-16,1
"Saving Private Ryan",1.0000000001,0,1370,1998,"tt0120815","nowomen","nowomen","FAIL",6.5e+07,216335085,485035085,"1998FAIL",92893600,309171460,693179313,4,3,10,"Male",31,"Tom Hanks",0,857,"Drama",7e+07,481840909,5148,7.9,21.758054,169,1998-07-24,1
"Saw",0.8769412558,0.1230587441,976,2004,"tt0387564","men-disagree","men","FAIL",1200000,55185045,103096345,"2004FAIL",1479831,68053804,127137678,3,2,4,"Male",2130,"Cary Elwes",0,176,"Crime",1200000,103911669,2255,7.2,23.508433,103,2004-10-01,1
"Scooby-Doo",0.729834791,0.2701652089,1118,2002,"tt0267913","ok","ok","PASS",8.4e+07,153294164,276294164,"2002PASS",108795054,198543415,357850459,3,2,13,"Male",33260,"Freddie Prinze Jr.",0,9637,"Adventure",8.4e+07,275650703,853,5.4,8.592826,88,2002-06-14,1
"Scott Pilgrim vs. the World",0.6602655171,0.3397344829,383,2010,"tt0446029","ok","ok","PASS",8.5e+07,31611316,48089760,"2010PASS",90799707,33768214,51371013,1,1,1,"Male",39995,"Michael Cera",0,22538,"Action",6e+07,47664559,2185,7.2,13.793301,112,2010-07-27,1
"Scream",0.4861745886,0.5138254113,1467,1996,"tt0117571","ok","ok","PASS",1.5e+07,103046663,173046663,"1996PASS",22277474,153041290,257002834,4,3,19,"Male",15234,"David Arquette",0,4232,"Crime",1.4e+07,173046663,1520,7,13.326443,111,1996-12-20,1
"Scream 2",0.4853983556,0.5146016444,1434,1997,"tt0120082","ok","ok","PASS",2.4e+07,101363301,101363301,"1997PASS",34829715,147102287,147102287,4,3,14,"Male",15234,"David Arquette",0,4233,"Horror",2.4e+07,172363301,856,6.1,11.264845,120,1997-12-09,1
"Scream 3",0.4997407984,0.5002592016,1255,2000,"tt0134084","ok","ok","PASS",4e+07,89138076,161838076,"2000PASS",54116335,120595650,218952089,3,2,15,"Male",15234,"David Arquette",0,4234,"Horror",4e+07,161834276,749,5.7,9.738371,116,2000-02-03,1
"Se7en",0.9243070363,0.0756929638,1510,1995,"tt0114369","notalk","notalk","FAIL",3e+07,100125643,328125643,"1995FAIL",45863384,153070026,501631742,4,3,17,"Male",287,"Brad Pitt",0,807,"Crime",3.3e+07,327311859,5915,8.1,18.45743,127,1995-09-22,1
"Secretariat",0.5132581856,0.4867418143,384,2010,"tt1028576","ok","ok","PASS",3.5e+07,59699513,60376247,"2010PASS",37388114,63772921,64495830,1,1,1,"Female",2882,"Diane Lane",0,39486,"Drama",3.5e+07,60251371,103,6.8,7.681383,123,2010-08-20,1
"Sense and Sensibility",0.2866770038,0.7133229961,1511,1995,"tt0114388","ok","ok","PASS",16500000,42993774,134993774,"1995PASS",25224861,65727998,206375709,4,3,6,"Female",204,"Kate Winslet",0,4584,"Drama",16500000,1.35e+08,364,7.2,10.673167,136,1995-12-13,1
"Serenity",0.7212358932,0.2787641068,887,2005,"tt0379786","ok","ok","PASS",3.9e+07,25514517,38514517,"2005PASS",46528292,30439664,45949095,2,2,3,"Male",51797,"Nathan Fillion",0,16320,"Action",3.9e+07,38869464,1287,7.4,11.919995,119,2005-08-25,1
